image_id	caption
6680	drawing of a man with an umbrella and a bug in the rain
6681	a painting of a woman on a cross with people around her
6682	a painting of a blue vase with flowers in a gold frame
6684	a painting of a woman with a white collar and a black dress
6685	three men in medieval clothing standing in a row
6686	a close up of a drawing of a man with a beard
6688	a painting of a woman laying on a bed next to a man
6689	a painting of a crucif with a woman standing next to it
6690	arafed woman in a white dress standing on a boat
6691	a painting of a black cloud with a yellow sky in the background
6692	a painting of a man with a long beard and a white beard
6693	painting of a man sleeping on a bed with a blue blanket
6695	a black and white drawing of a man sitting in a room
6697	a drawing of a group of people sitting around a table
6698	a painting of jesus on the cross with angels and other people
6699	a painting of a woman laying on a rock with a man kneeling beside her
6700	a woman in a blue dress is sitting on a tree branch
6703	a painting of a white and green painting on a brown surface
6705	a painting of a group of people standing around a crucif
6707	painting of a man and woman in a tent with a dog
6708	a close up of a clay head of a woman with a hat on
6709	a painting of a man kneeling down with a skull in the background
6710	a painting of red and white squares with a brown border
6711	a painting of a man on a motorcycle with a man on the back
6712	a painting of a man with a beard and a black coat
6713	a painting of a skeleton and a woman in a boat
6714	a drawing of a man in a black cloak and a man in a black cloak
6715	a painting of a group of people carrying a cross
6716	a painting of a man kneeling down to a man holding a sword
6718	a painting of a group of people sitting on a couch
6719	a painting of a woman riding a horse drawn carriage with birds
6720	a painting of two black squares on a red background
6721	a drawing of a man laying on his back with a picture of a man in the background
6722	a painting of a group of people in a room with a skeleton
6723	a painting of a man and woman in a room with a clock
6724	a close up of a golden object on a white surface
6725	painting of a woman sitting in a room with a row of doors
6726	a close up of a painting of a woman in a red dress
6727	a painting of jesus carrying the cross to the man on the cross
6728	a painting of a man standing in a room with other people
6729	a painting of a woman riding a horse with a long cape
6731	a painting of a crucif with three women and a man on a cross
6732	a drawing of a woman sitting on a rock with a bird flying above her
6734	a painting of a painting of a man on a horse with other people
6735	a painting of a manger scene with a baby and other people
6736	an illustration of a woman with an angel and a man in a green cloak
6737	a painting of a woman kneeling in front of a stained window
6738	a painting of three women and a man in a landscape
6739	a painting of a group of women in a field with a baby
6740	a painting of a woman holding a bird in her hand
6741	a drawing of a man on a cross with a woman and a man
6742	a painting of a woman kneeling down next to a child
6743	painting of three women in black robes standing in front of a sunset
6744	a painting of a man in a black coat and white shirt
6745	a painting of a group of people riding horses in a forest
6746	arafed drawing of a group of people in a cave
6747	araffes in the water with a boat in the background
6749	a painting of a group of people standing around a man
6750	painting of a man standing on a table with a knife in his hand
6751	a painting of two children in red coats and black hats
6752	a drawing of a man on a cross with a cross in the background
6753	painting of a woman sitting in a chair with a dog
6754	a painting of a black square with a white circle on it
6755	a painting of a group of men riding on the backs of horses
6756	a drawing of a woman sitting in a chair with a group of people behind her
6757	painting of a woman in a white dress holding a blue umbrella
6758	a painting of a woman being nailed to a cross by a group of men
6759	a close up of a painting of a man with a crown of thorns
6760	a painting of a group of people standing around a cross
6761	a painting of a duck hanging from a wall next to an orange
